Danh mục,Danh mục con,Tên sản phẩm,Mã sản phẩm,Màu sắc,Size,Tình trạng,Giá gốc,Giảm giá,Giá bán,Link sản phẩm,Link hình ảnh,Đặc điểm
Giày Nữ,Giày Bít,Giày cao gót bít mũi gót nhọn gắn khoá BQ GB BQ9406,GBW0089-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,429000.0,12% giảm,377520.0,https://giaybq.com.vn/products/giay-cao-got-bit-mui-got-nhon-gan-khoa-bq-gb-bq9406,//product.hstatic.net/200000473357/product/loc_0896_copy_2efbab0571c34db4914ed0564d1bcf06_small.jpg,"Quai: Si PuLót: Si PuĐế: TPRMàu sắc: Đen, KemSize: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót bít mũi gót nhọn gắn khoá BQ GB BQ9406,GBW0089-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,429000.0,12% giảm,377520.0,https://giaybq.com.vn/products/giay-cao-got-bit-mui-got-nhon-gan-khoa-bq-gb-bq9406,//product.hstatic.net/200000473357/product/loc_1040_copy_ca956fae49c84d3ba0d706556e0fad38_small.jpg,"Quai: Si PuLót: Si PuĐế: TPRMàu sắc: Đen, KemSize: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót bít mũi khoá BQ GB HTP241,GBW0047-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,419000.0,12% giảm,368720.0,https://giaybq.com.vn/products/giay-cao-got-bit-mui-khoa-bq-gb-htp241,//product.hstatic.net/200000473357/product/nda_2564_copy_6c763cf3b5234cf6a751067c6b7dfe74_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót bít mũi khoá BQ GB HTP241,GBW0047-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,419000.0,12% giảm,368720.0,https://giaybq.com.vn/products/giay-cao-got-bit-mui-khoa-bq-gb-htp241,//product.hstatic.net/200000473357/product/nda_2880_copy_49b76e75896d4211885b20d3f8e4cbfe_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót da bóng mũi vuông BQ GB BQ0655,GBW0009-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,399000.0,10% giảm,359100.0,https://giaybq.com.vn/products/giay-cao-got-da-bong-mui-vuong-bq-gb-bq0655,//product.hstatic.net/200000473357/product/anp_0229_5_e450e09dde9a45839b0f0c2cd3281cbc_small.jpg,"Quai: Si PuMặt: SiĐế TPRChiều cao: 4cmMàu sắc: Trắng, ĐenSize: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót da bóng mũi vuông BQ GB BQ0655,GBW0009-DEN01-35,Trắng,"35, 36, 37, 38, 39",Còn hàng,399000.0,10% giảm,359100.0,https://giaybq.com.vn/products/giay-cao-got-da-bong-mui-vuong-bq-gb-bq0655,//product.hstatic.net/200000473357/product/loc_1368_copy_984de8c46a57483fa527f8f465c34d6a_small.jpg,"Quai: Si PuMặt: SiĐế TPRChiều cao: 4cmMàu sắc: Trắng, ĐenSize: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót da bóng mũi vuông BQ GB BQ0655,GBW0009-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,399000.0,10% giảm,359100.0,https://giaybq.com.vn/products/giay-cao-got-da-bong-mui-vuong-bq-gb-bq0655,//product.hstatic.net/200000473357/product/loc_1415_copy_61f7710c53944dd0b6a0ed1c2c2d7ecb_small.jpg,"Quai: Si PuMặt: SiĐế TPRChiều cao: 4cmMàu sắc: Trắng, ĐenSize: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót mũi nhọn dáng trơn BQ GB BQ9402,GBW0087-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,399000.0,10% giảm,359100.0,https://giaybq.com.vn/products/giay-cao-got-mui-nhon-dang-tron-bq-gb-bq9402,//product.hstatic.net/200000473357/product/loc_1422_copy_15e6df43dc9445d39d2d352e42f1654b_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Chiều cao: 6 cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 6 cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót mũi nhọn dáng trơn BQ GB BQ9402,GBW0087-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,399000.0,10% giảm,359100.0,https://giaybq.com.vn/products/giay-cao-got-mui-nhon-dang-tron-bq-gb-bq9402,//product.hstatic.net/200000473357/product/loc_4393_copy_d8d70400e8f1456f978cda3014e42752_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Chiều cao: 6 cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 6 cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót mũi nhọn gót nhọn BQ GB BQ9408,GBW0091-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,429000.0,12% giảm,377520.0,https://giaybq.com.vn/products/giay-cao-got-mui-nhon-got-nhon-bq-gb-bq9408,//product.hstatic.net/200000473357/product/nda_2589_copy_38d5d8ebbe8f4082a4d2c8c79e0dba4f_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Chiều cao: 6cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 6cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót mũi nhọn gót nhọn BQ GB BQ9408,GBW0091-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,429000.0,12% giảm,377520.0,https://giaybq.com.vn/products/giay-cao-got-mui-nhon-got-nhon-bq-gb-bq9408,//product.hstatic.net/200000473357/product/nda_2715_copy_3e3c967dd4ed4fcf97ef8a7a5bce3f31_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Chiều cao: 6cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 6cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót mũi nhọn khoá phối khoá cài BQ GB HTP-232,GBW0044-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,429000.0,12% giảm,377520.0,https://giaybq.com.vn/products/giay-cao-got-mui-nhon-khoa-phoi-khoa-cai-bq-gb-htp-232,//product.hstatic.net/200000473357/product/nda_2601_copy_f99118c992634cfda48522e57eecacac_small.jpg,✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Màu sắc: Đen✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen | ✓ Size: 35 - 39
Giày Nữ,Giày Bít,Giày cao gót mũi nhọn đính charm BQ GB TP13852,GBW0056-TRG01-35,Trắng,"35, 36, 37, 38, 39",Còn hàng,429000.0,12% giảm,377520.0,https://giaybq.com.vn/products/giay-cao-got-mui-nhon-dinh-charm-bq-gb-tp13852,//product.hstatic.net/200000473357/product/loc_4457_copy_80e9436648db4ccf9174242b30e3b81b_small.jpg,"✓ Màu: Đen, Trắng | ✓ Size: 35-39 | ✓ Độ cao gót: 7cm | ✓ Chất liệu quai: Si pu | ✓ Chất liệu mặt: Si | ✓ Chất liệu đế: TPR"
Giày Nữ,Giày Bít,Giày cao gót mũi nhọn đính charm BQ GB TP13852,GBW0056-TRG01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,429000.0,12% giảm,377520.0,https://giaybq.com.vn/products/giay-cao-got-mui-nhon-dinh-charm-bq-gb-tp13852,//product.hstatic.net/200000473357/product/loc_4572_copy_bf524dc837974bb9bffffd36a95cc299_small.jpg,"✓ Màu: Đen, Trắng | ✓ Size: 35-39 | ✓ Độ cao gót: 7cm | ✓ Chất liệu quai: Si pu | ✓ Chất liệu mặt: Si | ✓ Chất liệu đế: TPR"
Giày Nữ,Giày Bít,Giày cao gót mũi tròn da êm mềm BQ GB 6789MV-17,GBW0035-KEM01-35,Đen,"35, 36, 37, 38, 39, 40",Còn hàng,479000.0,12% giảm,421520.0,https://giaybq.com.vn/products/giay-cao-got-mui-tron-da-em-mem-bq-gb-6789mv-17,//product.hstatic.net/200000473357/product/loc_1231_copy_fac4fd89e69b41f9acd21d2b3af432b5_small.jpg,"✓ Màu sắc: Đen, Kem✓ Size: 35 - 40 | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 40"
Giày Nữ,Giày Bít,Giày cao gót mũi tròn da êm mềm BQ GB 6789MV-17,GBW0035-KEM01-35,Kem,"35, 36, 37, 38, 39, 40",Còn hàng,479000.0,12% giảm,421520.0,https://giaybq.com.vn/products/giay-cao-got-mui-tron-da-em-mem-bq-gb-6789mv-17,//product.hstatic.net/200000473357/product/nda_2903_copy_475ecab248ba494482008ed478768899_small.jpg,"✓ Màu sắc: Đen, Kem✓ Size: 35 - 40 | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 40"
Giày Nữ,Giày Bít,Giày cao gót mũi vuông da trơn BQ GB BQ0683,GBW0201-KEM01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,399000.0,12% giảm,351120.0,https://giaybq.com.vn/products/giay-cao-got-mui-vuong-da-tron-bq-gb-bq0683,//product.hstatic.net/200000473357/product/loc_0905_copy_6b6b89dfa2094cef9228b4b3e52978d6_small.jpg,Quai: Si PUĐế: TPRMàu sắc: KemSize: 35 - 39
Giày Nữ,Giày Bít,Giày cao gót nữ mũi vuông da trơn BQ GB BQ0677,GBW0183-KEM01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/giay-cao-got-nu-mui-vuong-da-tron-bq-gb-bq0677,//product.hstatic.net/200000473357/product/loc_1020_copy_213b94ab00a747ba856a506a58bfdb6c_small.jpg,"Quai: Si PUĐế: TPRMàu sắc: Kem, NâuSize: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót nữ mũi vuông da trơn BQ GB BQ0677,GBW0183-KEM01-35,Nâu,"35, 36, 37, 38, 39",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/giay-cao-got-nu-mui-vuong-da-tron-bq-gb-bq0677,//product.hstatic.net/200000473357/product/loc_1034_copy_ba7cd112d338456f838b352db482aedd_small.jpg,"Quai: Si PUĐế: TPRMàu sắc: Kem, NâuSize: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót nữ đế đúp da bóng BQ GB BQ 0665,GBW0011-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/giay-cao-got-nu-de-dup-da-bong-bq-gb-bq-0665,//product.hstatic.net/200000473357/product/loc_0025_copy_35f7c13c5bee4a858321e6ac66c8ba58_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót nữ đế đúp da bóng BQ GB BQ 0665,GBW0011-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/giay-cao-got-nu-de-dup-da-bong-bq-gb-bq-0665,//product.hstatic.net/200000473357/product/loc_0040_copy_cfde4eb0f80d44c7a37e151b3e272ff7_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót nữ đế đúp da bóng BQ GB BQ 0665,GBW0011-DEN01-35,Trắng,"35, 36, 37, 38, 39",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/giay-cao-got-nu-de-dup-da-bong-bq-gb-bq-0665,//product.hstatic.net/200000473357/product/loc_0137_copy.jpg_1_f7ad0dbab1f14cef9fd6ac127f032e2e_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót slingback khoá nịt BQ GB BQ9400,GBW0085-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,409000.0,12% giảm,359920.0,https://giaybq.com.vn/products/giay-cao-got-slingback-khoa-nit-bq-gb-bq9400,//product.hstatic.net/200000473357/product/loc_5753_copy_b7c0fac6317446a7bc81e1df34f1c4ce_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si✓ Chất liệu đế: TPR✓ Chiều cao: 7cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 7cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót slingback khoá nịt BQ GB BQ9400,GBW0085-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,409000.0,12% giảm,359920.0,https://giaybq.com.vn/products/giay-cao-got-slingback-khoa-nit-bq-gb-bq9400,//product.hstatic.net/200000473357/product/nda_2753_copy_0e4f9563c7b44d5abae08a53b5c1ed20_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si✓ Chất liệu đế: TPR✓ Chiều cao: 7cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 7cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót slingback mũi nhọn khoá cài BQ GB BQ9399,GBW0084-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,409000.0,12% giảm,359920.0,https://giaybq.com.vn/products/giay-cao-got-slingback-mui-nhon-khoa-cai-bq-gb-bq9399,//product.hstatic.net/200000473357/product/loc_5538_copy_4a1ba666053745edbd255f664f190051_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày cao gót đế xuồng bít mũi BQ GB T81-41,GBW0017-DEN01-35,Đen,"35, 36, 37, 38, 39, 40",Còn hàng,459000.0,12% giảm,403920.0,https://giaybq.com.vn/products/giay-cao-got-de-xuong-bit-mui-bq-gb-t81-41,//product.hstatic.net/200000473357/product/loc_4588_copy_da56db5643e84c97b22d2551dc2c6b1e_small.jpg,✓ Chất liệu quai: Microfiber✓ Chất liệu mặt: Microfiber✓ Chất liệu đế: TPR✓ Chiều cao: 4cm✓ Màu sắc: Đen✓ Size: 35 - 40 | ✓ Chất liệu quai: Microfiber | ✓ Chất liệu mặt: Microfiber | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 4cm | ✓ Màu sắc: Đen | ✓ Size: 35 - 40
Giày Nữ,Giày Bít,Giày sling back mũi nhọn GB TP13907,GBW0213-DEN01-35,Trắng,"35, 36, 37, 38, 39",Còn hàng,429000.0,10% giảm,386100.0,https://giaybq.com.vn/products/giay-sling-back-mui-nhon-gb-tp13907,//product.hstatic.net/200000473357/product/loc_3877_copy_739b73a46e68412289170a419ebcbd54_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: PU✓ Chiều cao: 4 cm✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: PU | ✓ Chiều cao: 4 cm | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày sling back mũi nhọn GB TP13907,GBW0213-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,429000.0,10% giảm,386100.0,https://giaybq.com.vn/products/giay-sling-back-mui-nhon-gb-tp13907,//product.hstatic.net/200000473357/product/loc_3923_copy_183714e0a5c84f7f8dd490c490d98078_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: PU✓ Chiều cao: 4 cm✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: PU | ✓ Chiều cao: 4 cm | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Bít,Giày sling back mũi nhọn GB TP13907,GBW0213-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,429000.0,10% giảm,386100.0,https://giaybq.com.vn/products/giay-sling-back-mui-nhon-gb-tp13907,//product.hstatic.net/200000473357/product/loc_3998_copy_d4c07f5456ad46c78d555bc1b7ce2985_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: PU✓ Chiều cao: 4 cm✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: PU | ✓ Chiều cao: 4 cm | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày cao gót nữ hai quai khóa cài BQ GI BQ45,GIW0046-NAU01-35,Nâu,"35, 36, 37, 38, 39",Còn hàng,319000.0,12% giảm,280720.0,https://giaybq.com.vn/products/giay-cao-got-nu-hai-quai-khoa-cai-bq-gi-bq45,//product.hstatic.net/200000473357/product/loc_5482_copy_789427df70ba43e5aecbd265f081969e_small.jpg,"Giày cao gót nữ hai quai khóa cài BQ GI BQ45 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu đế: TPR | ✓ Chất liệu mặt: Pu | ✓ Màu sắc: Trắng, Nâu, Đen | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày cao gót nữ hai quai khóa cài BQ GI BQ45,GIW0046-NAU01-35,Trắng,"35, 36, 37, 38, 39",Còn hàng,319000.0,12% giảm,280720.0,https://giaybq.com.vn/products/giay-cao-got-nu-hai-quai-khoa-cai-bq-gi-bq45,//product.hstatic.net/200000473357/product/loc_5489_copy_11676ff67015481494dff555434a972a_small.jpg,"Giày cao gót nữ hai quai khóa cài BQ GI BQ45 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu đế: TPR | ✓ Chất liệu mặt: Pu | ✓ Màu sắc: Trắng, Nâu, Đen | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày cao gót nữ hai quai khóa cài BQ GI BQ45,GIW0046-NAU01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,319000.0,12% giảm,280720.0,https://giaybq.com.vn/products/giay-cao-got-nu-hai-quai-khoa-cai-bq-gi-bq45,//product.hstatic.net/200000473357/product/loc_9346_copy_f16171924bfb4c128d97987e2c7bc586_small.jpg,"Giày cao gót nữ hai quai khóa cài BQ GI BQ45 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu đế: TPR | ✓ Chất liệu mặt: Pu | ✓ Màu sắc: Trắng, Nâu, Đen | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ gót vuông quai mảnh BQ Gi BQ66,GIW0143-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,319000.0,10% giảm,287100.0,https://giaybq.com.vn/products/giay-day-nu-got-vuong-quai-manh-bq-gi-bq66,//product.hstatic.net/200000473357/product/loc_2314_copy_8b2012b0ae8145dda1240ec31df12e4d_small.jpg,"✓ Chất liệu quai: PU✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: PU | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ gót vuông quai mảnh BQ Gi BQ66,GIW0143-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,319000.0,10% giảm,287100.0,https://giaybq.com.vn/products/giay-day-nu-got-vuong-quai-manh-bq-gi-bq66,//product.hstatic.net/200000473357/product/loc_2487_copy_3adba4d7b16d4916868764d782e9ded6_small.jpg,"✓ Chất liệu quai: PU✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: PU | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ mũi vuông da bóng BQ Gi BQ0681,GIW0124-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,359000.0,12% giảm,315920.0,https://giaybq.com.vn/products/giay-day-nu-mui-vuong-da-bong-bq-gi-bq0681,//product.hstatic.net/200000473357/product/loc_0793_copy_cb8256d1ef0e48d4a258d7530a4c9637_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ mũi vuông da bóng BQ Gi BQ0681,GIW0124-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,359000.0,12% giảm,315920.0,https://giaybq.com.vn/products/giay-day-nu-mui-vuong-da-bong-bq-gi-bq0681,//product.hstatic.net/200000473357/product/loc_0874_copy_4f3ff6205c7a40088a7b4647886399d2_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ mũi vuông da bóng BQ Gi BQ0681,GIW0124-DEN01-35,Trắng,"35, 36, 37, 38, 39",Còn hàng,359000.0,12% giảm,315920.0,https://giaybq.com.vn/products/giay-day-nu-mui-vuong-da-bong-bq-gi-bq0681,//product.hstatic.net/200000473357/product/loc_0981_copy_05696fa4c8f84dbdab5fb276499f1c33_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem, Trắng✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem, Trắng | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ quai mảnh ngang phồng BQ Gi BQ9415,GIW0147-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,399000.0,10% giảm,359100.0,https://giaybq.com.vn/products/giay-day-nu-quai-manh-ngang-phong-bq-gi-bq9415,//product.hstatic.net/200000473357/product/anp_0263_copy_33b952a7847c45c8b8fe2141a0cd4b76_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Chiều cao: 4 cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 4 cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ quai mảnh ngang phồng BQ Gi BQ9415,GIW0147-DEN01-35,Kem,"35, 36, 37, 38, 39",Còn hàng,399000.0,10% giảm,359100.0,https://giaybq.com.vn/products/giay-day-nu-quai-manh-ngang-phong-bq-gi-bq9415,//product.hstatic.net/200000473357/product/anp_0494_copy_66381191230449b6aa890e70f5bc5d28_small.jpg,"✓ Chất liệu quai: Si Pu✓ Chất liệu mặt: Si Pu✓ Chất liệu đế: TPR✓ Chiều cao: 4 cm✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: Si Pu | ✓ Chất liệu mặt: Si Pu | ✓ Chất liệu đế: TPR | ✓ Chiều cao: 4 cm | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
Giày Nữ,Giày Dây,Giày dây nữ quai mảnh đan chéo mũi vuông BQ Gi BQ67,GIW0144-DEN01-35,Đen,"35, 36, 37, 38, 39",Còn hàng,319000.0,10% giảm,287100.0,https://giaybq.com.vn/products/giay-day-nu-quai-manh-dan-cheo-mui-vuong-bq-gi-bq67,//product.hstatic.net/200000473357/product/loc_2434_copy_935e42631b0b458bb9a2e4e6f4eeec88_small.jpg,"✓ Chất liệu quai: PU✓ Chất liệu mặt: PU✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Kem✓ Size: 35 - 39 | ✓ Chất liệu quai: PU | ✓ Chất liệu mặt: PU | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Kem | ✓ Size: 35 - 39"
